"DATETIME","ROWID","CURRENT_AMP","VOLTAGE_VOLT","POWER_KW","PANELTEMPERATURE_C","INVERTER_TEMPERATURE_C","AMBIENTTEMPERATURE_C","GLOBALTILTEDIRRADIANCE_WM2","GLOBALHORIZONTALIRRADIANCE_WM2","MODULE_ALL_TOTALPOWER_KW"
2021-06-24-06.35.00.000000,7843,236.8,649.9,163.0,52.6,46.17,41.6,352.7,409.7,743.97
2021-06-24-06.40.00.000000,7844,268.6,646.1,183.8,53.2,46.73,41.4,394.1,453.3,839.01
2021-06-24-06.45.00.000000,7845,300.1,641.4,204.0,54.2,47.59,41.2,437.3,498.2,931.08
2021-06-24-06.50.00.000000,7846,332.6,635.2,224.3,55.2,48.46,41.4,480.6,542.3,1023.75
2021-06-24-06.55.00.000000,7847,365.3,629.6,244.4,56.9,49.93,41.8,523.7,585.7,1115.66
2021-06-24-07.00.00.000000,7848,398.9,624.0,264.5,58.8,51.58,42.5,566.9,628.7,1207.32
2021-06-24-07.05.00.000000,7849,432.5,618.8,284.3,60.2,52.83,43.4,614.3,676.0,1297.87
2021-06-24-07.10.00.000000,7850,464.1,613.7,302.6,60.8,53.38,44.8,658.5,720.0,1381.42
2021-06-24-07.15.00.000000,7851,489.5,608.5,316.4,60.4,53.05,45.4,693.2,752.9,1444.54
2021-06-24-07.20.00.000000,7852,506.9,604.0,325.5,59.8,52.48,45.2,716.6,773.3,1485.83
2021-06-24-07.25.00.000000,7853,519.7,599.4,331.3,58.9,51.72,44.5,734.6,788.1,1512.36
2021-06-24-07.30.00.000000,7854,531.4,595.3,336.6,58.4,51.22,44.0,752.1,802.8,1536.31
2021-06-24-07.35.00.000000,7855,543.2,590.9,341.3,58.5,51.32,44.2,768.4,816.6,1557.94
2021-06-24-07.40.00.000000,7856,552.2,588.8,345.5,58.9,51.67,44.5,784.0,829.9,1577.06
2021-06-24-07.45.00.000000,7857,561.0,586.2,349.8,59.4,52.16,45.0,799.0,843.4,1596.92
2021-06-24-07.50.00.000000,7858,570.0,584.1,354.4,59.9,52.58,45.5,813.4,857.0,1617.71
2021-06-24-07.55.00.000000,7859,579.8,580.6,358.4,60.6,53.19,46.2,826.6,870.4,1636.14
2021-06-24-08.00.00.000000,7860,587.8,578.0,362.0,61.5,53.97,46.8,839.4,883.3,1652.29
2021-06-24-08.05.00.000000,7861,594.5,576.5,365.2,62.3,54.66,47.3,851.9,894.7,1667.06
2021-06-24-08.10.00.000000,7862,600.8,576.2,368.8,63.0,55.26,47.7,863.8,904.3,1683.43
2021-06-24-08.15.00.000000,7863,605.2,578.0,371.4,63.5,55.72,48.1,875.2,913.7,1695.39
2021-06-24-08.20.00.000000,7864,601.6,581.9,372.9,63.9,56.07,48.4,885.5,923.1,1702.24
2021-06-24-08.25.00.000000,7865,594.0,589.6,373.2,64.4,56.51,48.9,895.6,933.3,1703.57
2021-06-24-08.30.00.000000,7866,586.4,595.9,372.7,64.8,56.86,49.3,904.7,942.6,1701.1
2021-06-24-08.35.00.000000,7867,583.3,601.4,372.4,65.2,57.2,49.5,913.7,951.7,1699.58
2021-06-24-08.40.00.000000,7868,580.3,603.7,372.0,65.3,57.29,49.5,922.3,960.3,1697.81
2021-06-24-08.45.00.000000,7869,577.0,605.8,372.4,65.5,57.49,49.8,930.4,967.5,1699.59
2021-06-24-08.50.00.000000,7870,578.1,605.8,372.7,65.9,57.84,50.1,938.1,972.8,1700.93
2021-06-24-08.55.00.000000,7871,580.5,604.2,372.7,66.3,58.19,50.5,944.4,974.7,1701.22
2021-06-24-09.00.00.000000,7872,583.5,602.6,372.8,66.5,58.33,50.7,950.8,976.6,1701.48
2021-06-24-09.05.00.000000,7873,584.2,600.3,372.5,66.7,58.52,51.1,956.7,979.4,1699.89
2021-06-24-09.10.00.000000,7874,585.0,600.0,372.4,67.1,58.86,51.7,963.3,984.8,1699.77
2021-06-24-09.15.00.000000,7875,584.8,600.1,372.2,67.8,59.51,52.2,969.0,988.7,1698.45
2021-06-24-09.20.00.000000,7876,582.9,601.4,372.1,68.4,60.01,52.5,973.8,992.7,1697.98
2021-06-24-09.25.00.000000,7877,580.7,603.0,372.2,68.8,60.36,52.7,977.2,996.7,1698.5
2021-06-24-09.30.00.000000,7878,578.8,604.5,372.5,68.9,60.41,52.8,979.9,1000.9,1699.8
2021-06-24-09.35.00.000000,7879,576.9,605.9,372.5,69.3,60.76,52.8,983.2,1004.4,1700.14
2021-06-24-09.40.00.000000,7880,576.6,606.1,372.3,69.7,61.13,52.9,986.8,1006.8,1698.93
2021-06-24-09.45.00.000000,7881,575.2,606.3,372.1,70.0,61.43,53.2,989.5,1007.3,1698.21
2021-06-24-09.50.00.000000,7882,575.4,607.3,372.2,70.1,61.45,53.5,991.9,1006.3,1698.43
2021-06-24-09.55.00.000000,7883,573.3,609.4,372.1,70.2,61.58,53.8,994.0,1005.3,1697.96
2021-06-24-10.00.00.000000,7884,574.1,609.1,371.9,70.6,61.88,53.9,995.5,1004.6,1697.23
2021-06-24-10.05.00.000000,7885,575.1,608.0,372.1,70.9,62.23,53.9,997.3,1007.1,1698.05
2021-06-24-10.10.00.000000,7886,576.1,607.7,372.3,71.2,62.44,54.0,998.7,1011.0,1699.13
2021-06-24-10.15.00.000000,7887,574.8,609.8,372.4,71.2,62.49,54.2,1000.4,1018.6,1699.23
2021-06-24-10.20.00.000000,7888,572.6,612.3,372.1,71.2,62.49,54.6,1001.1,1025.8,1697.85
2021-06-24-10.25.00.000000,7889,571.7,612.5,372.1,71.3,62.53,55.1,1001.9,1033.5,1697.92
2021-06-24-10.30.00.000000,7890,569.5,614.5,372.1,71.6,62.82,55.6,1002.9,1039.3,1698.05
2021-06-24-10.35.00.000000,7891,567.0,616.7,372.0,72.0,63.17,55.9,1004.2,1043.8,1697.61
2021-06-24-10.40.00.000000,7892,563.4,620.6,371.7,72.4,63.47,55.9,1004.4,1044.1,1696.27
2021-06-24-10.45.00.000000,7893,561.6,622.7,371.9,72.4,63.53,55.8,1004.9,1044.1,1697.08
2021-06-24-10.50.00.000000,7894,558.9,625.5,372.0,72.4,63.53,55.8,1004.8,1044.7,1697.39
2021-06-24-10.55.00.000000,7895,557.9,627.1,372.3,72.4,63.53,56.0,1005.6,1047.5,1698.74
2021-06-24-11.00.00.000000,7896,556.6,628.5,372.2,72.4,63.53,56.1,1005.4,1049.4,1698.16
2021-06-24-11.05.00.000000,7897,557.3,628.6,372.4,72.4,63.53,56.1,1005.9,1049.8,1699.04
2021-06-24-11.10.00.000000,7898,557.6,628.3,372.4,72.4,63.53,56.1,1005.9,1048.0,1699.22
2021-06-24-11.15.00.000000,7899,557.6,629.4,372.5,72.7,63.77,56.1,1006.1,1046.4,1699.47
2021-06-24-11.20.00.000000,7900,555.6,631.5,372.3,73.1,64.12,56.1,1006.3,1047.3,1698.73
2021-06-24-11.25.00.000000,7901,553.8,633.1,372.1,73.5,64.47,56.1,1007.0,1048.5,1697.59
2021-06-24-11.30.00.000000,7902,552.5,633.3,371.8,73.6,64.56,56.1,1007.3,1050.1,1696.47
2021-06-24-11.35.00.000000,7903,552.6,632.3,372.0,73.6,64.56,56.3,1007.0,1049.1,1697.05
2021-06-24-11.40.00.000000,7904,553.5,630.9,372.0,73.6,64.56,56.6,1006.7,1049.1,1697.29
2021-06-24-11.45.00.000000,7905,555.2,630.0,372.0,73.6,64.56,56.9,1006.7,1048.3,1697.04
2021-06-24-11.50.00.000000,7906,556.9,629.4,372.2,73.6,64.56,56.9,1006.3,1048.1,1698.29
2021-06-24-11.55.00.000000,7907,557.9,628.4,372.4,73.6,64.56,57.0,1006.1,1048.0,1699.2
2021-06-24-12.00.00.000000,7908,557.3,627.6,372.9,73.6,64.56,57.1,1006.1,1047.3,1701.32
2021-06-24-12.05.00.000000,7909,557.7,626.4,372.8,73.6,64.56,57.0,1006.2,1044.2,1700.99
2021-06-24-12.10.00.000000,7910,563.4,621.5,372.8,73.6,64.56,57.0,1004.2,1036.0,1700.79
2021-06-24-12.15.00.000000,7911,566.0,619.7,373.0,73.9,64.82,57.3,1002.1,1031.4,1701.69
2021-06-24-12.20.00.000000,7912,566.1,619.4,373.2,74.3,65.17,57.8,1000.2,1030.8,1702.6
2021-06-24-12.25.00.000000,7913,562.2,624.0,373.1,74.7,65.51,58.2,1000.7,1034.3,1701.92
2021-06-24-12.30.00.000000,7914,561.5,625.7,372.6,74.8,65.6,58.2,1000.8,1036.4,1699.68
2021-06-24-12.35.00.000000,7915,562.8,624.2,372.5,74.8,65.6,58.3,1001.4,1037.2,1699.21
2021-06-24-12.40.00.000000,7916,565.0,620.8,372.9,74.8,65.6,58.3,1001.4,1037.3,1701.27
2021-06-24-12.45.00.000000,7917,570.9,613.3,373.0,74.8,65.6,58.2,1001.2,1031.1,1701.64
2021-06-24-12.50.00.000000,7918,574.1,609.9,372.8,74.9,65.63,58.2,1000.4,1023.0,1700.41
2021-06-24-12.55.00.000000,7919,574.1,609.2,372.6,75.0,65.73,58.3,999.9,1017.3,1699.76
2021-06-24-13.00.00.000000,7920,571.3,611.8,372.6,75.3,65.98,58.7,1000.0,1015.6,1699.79
2021-06-24-13.05.00.000000,7921,573.5,611.2,372.7,75.7,66.37,59.1,1000.9,1015.7,1699.92
2021-06-24-13.10.00.000000,7922,572.9,612.4,372.7,76.3,66.84,59.6,1001.6,1017.6,1699.91
2021-06-24-13.15.00.000000,7923,572.7,613.7,372.9,76.8,67.29,60.0,1003.2,1022.3,1701.23
2021-06-24-13.20.00.000000,7924,571.5,614.2,373.3,77.1,67.56,60.1,1001.2,1023.9,1702.6
2021-06-24-13.25.00.000000,7925,572.0,613.6,372.9,77.2,67.68,60.1,1002.0,1024.7,1700.91
2021-06-24-13.30.00.000000,7926,573.9,610.6,372.6,77.2,67.68,60.0,1002.1,1020.4,1699.59
2021-06-24-13.35.00.000000,7927,574.2,609.6,372.2,77.2,67.68,59.9,1005.1,1018.1,1697.91
2021-06-24-13.40.00.000000,7928,577.9,606.4,372.6,77.2,67.68,59.7,1004.8,1011.7,1699.62
2021-06-24-13.45.00.000000,7929,579.2,605.7,372.7,77.2,67.68,59.6,1004.7,1008.1,1700.17
2021-06-24-13.50.00.000000,7930,579.0,606.7,372.8,77.2,67.68,59.7,1005.7,1007.7,1700.55
2021-06-24-13.55.00.000000,7931,578.6,606.8,372.3,77.3,67.71,60.1,1007.0,1008.8,1698.29
2021-06-24-14.00.00.000000,7932,578.6,606.2,372.2,77.5,67.92,60.3,1006.8,1009.1,1697.72
2021-06-24-14.05.00.000000,7933,582.4,602.2,372.5,77.8,68.21,60.5,1006.9,1011.5,1699.01
2021-06-24-14.10.00.000000,7934,584.4,599.6,372.7,78.2,68.53,60.5,1007.4,1014.1,1699.85
2021-06-24-14.15.00.000000,7935,583.7,600.7,372.5,78.4,68.66,60.5,1009.1,1017.0,1698.93
2021-06-24-14.20.00.000000,7936,578.8,604.9,371.8,78.4,68.72,60.6,1010.2,1018.1,1695.54
2021-06-24-14.25.00.000000,7937,573.1,610.7,371.7,78.4,68.72,60.8,1010.3,1019.6,1695.17
2021-06-24-14.30.00.000000,7938,571.3,611.6,371.9,78.4,68.72,60.9,1010.6,1020.5,1696.26
2021-06-24-14.35.00.000000,7939,573.8,609.6,372.5,78.4,68.72,61.0,1009.4,1017.2,1698.79
2021-06-24-14.40.00.000000,7940,577.5,606.1,372.3,78.4,68.72,61.1,1007.1,1012.1,1698.13
2021-06-24-14.45.00.000000,7941,578.3,606.2,372.4,78.4,68.72,61.2,1005.6,1011.0,1698.44
2021-06-24-14.50.00.000000,7942,575.2,609.2,372.0,78.4,68.72,61.3,1004.9,1014.1,1696.73
2021-06-24-14.55.00.000000,7943,573.8,611.9,372.6,78.4,68.72,61.1,1005.1,1018.3,1699.22
2021-06-24-15.00.00.000000,7944,573.1,613.2,372.9,78.4,68.72,61.0,1003.6,1019.2,1700.54
2021-06-24-15.05.00.000000,7945,574.6,612.6,373.9,78.5,68.72,61.0,1002.1,1018.6,1704.97
2021-06-24-15.10.00.000000,7946,572.8,613.8,374.2,78.5,68.72,61.2,1001.3,1019.3,1706.42
2021-06-24-15.15.00.000000,7947,571.1,615.5,374.2,78.5,68.72,61.4,1000.7,1020.8,1706.36
2021-06-24-15.20.00.000000,7948,570.0,616.6,373.8,78.5,68.72,61.5,998.9,1020.6,1704.58
2021-06-24-15.25.00.000000,7949,570.0,616.0,374.0,78.5,68.72,61.6,996.4,1017.8,1705.38
2021-06-24-15.30.00.000000,7950,570.1,615.6,373.8,78.5,68.72,61.6,995.0,1016.0,1704.76
2021-06-24-15.35.00.000000,7951,568.5,616.4,373.8,78.5,68.72,61.6,993.1,1014.5,1704.69
2021-06-24-15.40.00.000000,7952,569.2,616.6,373.7,78.5,68.72,61.3,990.2,1012.1,1704.12
2021-06-24-15.45.00.000000,7953,571.2,614.8,374.2,78.5,68.72,61.1,985.7,1006.7,1706.64
2021-06-24-15.50.00.000000,7954,574.3,612.7,374.2,78.5,68.72,61.0,980.7,1001.1,1706.3
2021-06-24-15.55.00.000000,7955,576.2,610.3,374.0,78.5,68.72,61.0,975.6,995.5,1705.6
2021-06-24-16.00.00.000000,7956,577.9,608.0,373.9,78.5,68.72,61.1,970.8,991.1,1704.93
2021-06-24-16.05.00.000000,7957,577.4,608.4,373.8,78.6,68.81,61.2,967.4,989.1,1704.49
2021-06-24-16.10.00.000000,7958,576.5,609.2,374.1,78.7,68.95,61.5,963.1,986.5,1705.78
2021-06-24-16.15.00.000000,7959,577.2,609.2,373.8,79.0,69.17,61.6,956.1,980.5,1704.55
2021-06-24-16.20.00.000000,7960,580.0,605.9,373.8,79.2,69.33,61.6,947.4,971.1,1704.55
2021-06-24-16.25.00.000000,7961,582.7,604.2,373.3,79.2,69.35,61.6,939.5,962.5,1702.29
2021-06-24-16.30.00.000000,7962,585.2,600.8,373.2,78.9,69.13,61.6,931.6,953.4,1701.79
2021-06-24-16.35.00.000000,7963,588.2,597.0,372.9,78.7,68.88,61.5,922.6,943.7,1700.4
2021-06-24-16.40.00.000000,7964,589.3,593.1,372.4,78.5,68.73,61.3,913.2,935.0,1698.2
2021-06-24-16.45.00.000000,7965,589.7,594.0,371.9,78.5,68.72,60.9,903.0,927.8,1695.6
2021-06-24-16.50.00.000000,7966,587.8,593.9,370.4,78.5,68.72,60.8,892.2,920.0,1689.0
2021-06-24-16.55.00.000000,7967,583.8,592.1,367.9,78.5,68.72,60.9,880.3,909.8,1677.61
2021-06-24-17.00.00.000000,7968,583.2,585.1,366.5,78.5,68.72,61.1,869.4,900.3,1671.08
2021-06-24-17.05.00.000000,7969,586.9,578.7,365.0,78.5,68.72,61.0,859.3,890.8,1664.14
2021-06-24-17.10.00.000000,7970,590.2,574.4,362.3,78.5,68.72,60.7,846.6,878.0,1651.7
2021-06-24-17.15.00.000000,7971,585.8,573.6,357.1,78.5,68.72,60.5,832.1,863.2,1628.13
2021-06-24-17.20.00.000000,7972,576.1,575.2,352.1,78.5,68.72,60.5,816.4,849.0,1605.37
2021-06-24-17.25.00.000000,7973,567.5,576.8,348.0,78.5,68.72,60.5,801.9,836.8,1586.44
2021-06-24-17.30.00.000000,7974,558.2,580.0,343.8,78.5,68.72,60.2,788.1,824.2,1567.6
2021-06-24-17.35.00.000000,7975,548.1,583.4,339.2,78.2,68.45,59.8,773.0,810.1,1546.43
2021-06-24-17.40.00.000000,7976,536.5,586.7,333.7,77.8,68.1,59.4,756.7,794.9,1521.57
2021-06-24-17.45.00.000000,7977,524.7,587.8,327.3,77.3,67.69,59.0,737.9,776.8,1492.16
2021-06-24-17.50.00.000000,7978,512.7,588.2,320.2,76.9,67.28,58.7,719.7,758.5,1459.96
2021-06-24-17.55.00.000000,7979,500.8,588.5,313.4,76.4,66.92,58.3,699.9,738.5,1428.67
2021-06-24-18.00.00.000000,7980,488.6,589.1,306.1,75.8,66.32,58.3,676.5,715.8,1395.53
2021-06-24-18.05.00.000000,7981,470.2,591.7,295.8,75.4,65.97,58.0,642.0,682.1,1348.3
2021-06-24-18.10.00.000000,7982,445.7,594.7,281.3,74.6,65.33,57.3,599.0,639.4,1282.61
2021-06-24-18.15.00.000000,7983,414.2,599.6,263.9,74.0,64.76,56.6,552.2,592.2,1202.98
2021-06-24-18.20.00.000000,7984,382.4,603.7,245.2,72.9,63.85,56.0,507.9,547.3,1117.86
2021-06-24-18.25.00.000000,7985,350.9,607.1,226.4,72.0,63.06,55.4,467.1,506.1,1032.17
2021-06-24-18.30.00.000000,7986,319.3,609.6,206.6,71.0,62.14,54.8,426.5,464.6,941.87
2021-06-24-18.35.00.000000,7987,287.1,611.4,186.6,70.0,61.28,54.3,385.9,422.6,850.58
2021-06-24-18.40.00.000000,7988,254.8,613.4,166.2,68.9,60.29,53.8,344.6,379.2,757.67
2021-06-24-18.45.00.000000,7989,223.9,615.0,146.2,68.2,59.68,53.4,305.1,337.3,666.26
2021-06-24-18.50.00.000000,7990,194.1,616.1,126.8,67.1,58.69,53.0,267.3,296.9,578.03
2021-06-24-18.55.00.000000,7991,165.5,615.8,108.0,65.9,57.68,52.7,231.5,258.4,492.38
2021-06-24-19.00.00.000000,7992,137.3,615.3,89.8,64.3,56.29,52.2,196.7,220.6,409.41
2021-06-24-19.05.00.000000,7993,110.0,614.9,72.0,62.9,55.08,51.8,163.0,183.7,328.09
2021-06-24-19.10.00.000000,7994,86.9,613.5,57.0,61.9,54.18,51.3,134.3,151.9,259.66
2021-06-24-19.15.00.000000,7995,74.3,612.8,48.7,61.3,53.61,51.4,118.5,134.3,222.16
2021-06-24-19.20.00.000000,7996,63.4,609.8,41.5,61.1,53.51,51.2,103.7,117.9,189.03
2021-06-24-19.25.00.000000,7997,0.0,0.0,0.0,54.1,43.74,50.0,0.0,0.0,0.0
2021-06-24-19.30.00.000000,7998,0.0,0.0,0.0,53.3,43.09,49.2,0.0,0.0,0.0
2021-06-24-19.35.00.000000,7999,0.0,0.0,0.0,52.5,42.45,48.5,0.0,0.0,0.0
2021-06-24-19.40.00.000000,8000,0.0,0.0,0.0,51.7,41.8,47.8,0.0,0.0,0.0
2021-06-24-19.45.00.000000,8001,0.0,0.0,0.0,50.9,41.15,47.0,0.0,0.0,0.0
2021-06-24-19.50.00.000000,8002,0.0,0.0,0.0,50.1,40.51,46.3,0.0,0.0,0.0
2021-06-24-19.55.00.000000,8003,0.0,0.0,0.0,49.3,39.86,45.5,0.0,0.0,0.0
2021-06-24-20.00.00.000000,8004,0.0,0.0,0.0,48.5,39.22,44.8,0.0,0.0,0.0
2021-06-24-20.05.00.000000,8005,0.0,0.0,0.0,48.4,39.11,44.7,0.0,0.0,0.0
2021-06-24-20.10.00.000000,8006,0.0,0.0,0.0,43.2,34.91,39.9,0.0,0.0,0.0
2021-06-24-20.15.00.000000,8007,0.0,0.0,0.0,42.8,34.56,39.5,0.0,0.0,0.0
2021-06-24-20.20.00.000000,8008,0.0,0.0,0.0,42.3,34.21,39.1,0.0,0.0,0.0
2021-06-24-20.25.00.000000,8009,0.0,0.0,0.0,41.9,33.86,38.7,0.0,0.0,0.0
2021-06-24-20.30.00.000000,8010,0.0,0.0,0.0,41.5,33.51,38.3,0.0,0.0,0.0
2021-06-24-20.35.00.000000,8011,0.0,0.0,0.0,41.0,33.16,37.9,0.0,0.0,0.0
2021-06-24-20.40.00.000000,8012,0.0,0.0,0.0,40.6,32.81,37.5,0.0,0.0,0.0
2021-06-24-20.45.00.000000,8013,0.0,0.0,0.0,40.2,32.46,37.1,0.0,0.0,0.0
2021-06-24-20.50.00.000000,8014,0.0,0.0,0.0,39.7,32.11,36.7,0.0,0.0,0.0
2021-06-24-20.55.00.000000,8015,0.0,0.0,0.0,39.3,31.76,36.3,0.0,0.0,0.0
2021-06-24-21.00.00.000000,8016,0.0,0.0,0.0,38.9,31.41,35.9,0.0,0.0,0.0
2021-06-24-21.05.00.000000,8017,0.0,0.0,0.0,38.5,31.15,35.6,0.0,0.0,0.0
2021-06-24-21.10.00.000000,8018,0.0,0.0,0.0,38.2,30.88,35.3,0.0,0.0,0.0
2021-06-24-21.15.00.000000,8019,0.0,0.0,0.0,37.9,30.62,35.0,0.0,0.0,0.0
2021-06-24-21.20.00.000000,8020,0.0,0.0,0.0,37.6,30.35,34.6,0.0,0.0,0.0
2021-06-24-21.25.00.000000,8021,0.0,0.0,0.0,37.2,30.09,34.3,0.0,0.0,0.0
2021-06-24-21.30.00.000000,8022,0.0,0.0,0.0,36.9,29.82,34.0,0.0,0.0,0.0
2021-06-24-21.35.00.000000,8023,0.0,0.0,0.0,36.6,29.56,33.7,0.0,0.0,0.0
2021-06-24-21.40.00.000000,8024,0.0,0.0,0.0,36.3,29.29,33.4,0.0,0.0,0.0
2021-06-24-21.45.00.000000,8025,0.0,0.0,0.0,35.9,29.03,33.1,0.0,0.0,0.0
2021-06-24-21.50.00.000000,8026,0.0,0.0,0.0,35.6,28.76,32.8,0.0,0.0,0.0
2021-06-24-21.55.00.000000,8027,0.0,0.0,0.0,35.3,28.5,32.5,0.0,0.0,0.0
2021-06-24-22.00.00.000000,8028,0.0,0.0,0.0,34.5,27.86,31.8,0.0,0.0,0.0
2021-06-24-22.05.00.000000,8029,0.0,0.0,0.0,34.5,27.84,31.8,0.0,0.0,0.0
2021-06-24-22.10.00.000000,8030,0.0,0.0,0.0,34.4,27.82,31.7,0.0,0.0,0.0
2021-06-24-22.15.00.000000,8031,0.0,0.0,0.0,34.4,27.8,31.7,0.0,0.0,0.0
2021-06-24-22.20.00.000000,8032,0.0,0.0,0.0,34.4,27.78,31.7,0.0,0.0,0.0
2021-06-24-22.25.00.000000,8033,0.0,0.0,0.0,34.4,27.76,31.7,0.0,0.0,0.0
2021-06-24-22.30.00.000000,8034,0.0,0.0,0.0,34.3,27.74,31.7,0.0,0.0,0.0
2021-06-24-22.35.00.000000,8035,0.0,0.0,0.0,34.3,27.72,31.6,0.0,0.0,0.0
2021-06-24-22.40.00.000000,8036,0.0,0.0,0.0,34.3,27.71,31.6,0.0,0.0,0.0
2021-06-24-22.45.00.000000,8037,0.0,0.0,0.0,34.3,27.69,31.6,0.0,0.0,0.0
2021-06-24-22.50.00.000000,8038,0.0,0.0,0.0,34.3,27.67,31.6,0.0,0.0,0.0
2021-06-24-22.55.00.000000,8039,0.0,0.0,0.0,34.2,27.65,31.5,0.0,0.0,0.0
2021-06-24-23.00.00.000000,8040,0.0,0.0,0.0,34.2,27.63,31.5,0.0,0.0,0.0
2021-06-24-23.05.00.000000,8041,0.0,0.0,0.0,34.2,27.6,31.5,0.0,0.0,0.0
2021-06-24-23.10.00.000000,8042,0.0,0.0,0.0,34.1,27.58,31.5,0.0,0.0,0.0
2021-06-24-23.15.00.000000,8043,0.0,0.0,0.0,34.1,27.55,31.4,0.0,0.0,0.0
2021-06-24-23.20.00.000000,8044,0.0,0.0,0.0,34.1,27.53,31.4,0.0,0.0,0.0
2021-06-24-23.25.00.000000,8045,0.0,0.0,0.0,34.1,27.5,31.4,0.0,0.0,0.0
2021-06-24-23.30.00.000000,8046,0.0,0.0,0.0,34.0,27.47,31.3,0.0,0.0,0.0
2021-06-24-23.35.00.000000,8047,0.0,0.0,0.0,34.0,27.45,31.3,0.0,0.0,0.0
2021-06-24-23.40.00.000000,8048,0.0,0.0,0.0,34.0,27.42,31.3,0.0,0.0,0.0
2021-06-24-23.45.00.000000,8049,0.0,0.0,0.0,33.9,27.4,31.3,0.0,0.0,0.0
2021-06-24-23.50.00.000000,8050,0.0,0.0,0.0,33.9,27.37,31.2,0.0,0.0,0.0
2021-06-24-23.55.00.000000,8051,0.0,0.0,0.0,33.9,27.35,31.2,0.0,0.0,0.0
2021-06-25-00.00.00.000000,8052,0.0,0.0,0.0,33.8,27.32,31.2,0.0,0.0,0.0
2021-06-25-00.05.00.000000,8053,0.0,0.0,0.0,33.9,27.34,31.2,0.0,0.0,0.0
2021-06-25-00.10.00.000000,8054,0.0,0.0,0.0,33.9,27.36,31.2,0.0,0.0,0.0
2021-06-25-00.15.00.000000,8055,0.0,0.0,0.0,33.9,27.38,31.2,0.0,0.0,0.0
2021-06-25-00.20.00.000000,8056,0.0,0.0,0.0,33.9,27.4,31.3,0.0,0.0,0.0
2021-06-25-00.25.00.000000,8057,0.0,0.0,0.0,34.0,27.42,31.3,0.0,0.0,0.0
2021-06-25-00.30.00.000000,8058,0.0,0.0,0.0,34.0,27.44,31.3,0.0,0.0,0.0
2021-06-25-00.35.00.000000,8059,0.0,0.0,0.0,34.0,27.46,31.3,0.0,0.0,0.0
2021-06-25-00.40.00.000000,8060,0.0,0.0,0.0,34.0,27.49,31.4,0.0,0.0,0.0
2021-06-25-00.45.00.000000,8061,0.0,0.0,0.0,34.1,27.51,31.4,0.0,0.0,0.0
2021-06-25-00.50.00.000000,8062,0.0,0.0,0.0,34.1,27.53,31.4,0.0,0.0,0.0
2021-06-25-00.55.00.000000,8063,0.0,0.0,0.0,34.1,27.55,31.4,0.0,0.0,0.0
2021-06-25-01.00.00.000000,8064,0.0,0.0,0.0,34.2,27.57,31.5,0.0,0.0,0.0
2021-06-25-01.05.00.000000,8065,0.0,0.0,0.0,33.3,26.87,30.7,0.0,0.0,0.0
2021-06-25-01.10.00.000000,8066,0.0,0.0,0.0,33.3,26.89,30.7,0.0,0.0,0.0
2021-06-25-01.15.00.000000,8067,0.0,0.0,0.0,33.3,26.91,30.7,0.0,0.0,0.0
2021-06-25-01.20.00.000000,8068,0.0,0.0,0.0,33.4,26.94,30.7,0.0,0.0,0.0
2021-06-25-01.25.00.000000,8069,0.0,0.0,0.0,33.4,26.96,30.8,0.0,0.0,0.0
2021-06-25-01.30.00.000000,8070,0.0,0.0,0.0,33.4,26.99,30.8,0.0,0.0,0.0
2021-06-25-01.35.00.000000,8071,0.0,0.0,0.0,33.5,27.01,30.8,0.0,0.0,0.0
2021-06-25-01.40.00.000000,8072,0.0,0.0,0.0,33.5,27.04,30.8,0.0,0.0,0.0
2021-06-25-01.45.00.000000,8073,0.0,0.0,0.0,33.5,27.06,30.9,0.0,0.0,0.0
2021-06-25-01.50.00.000000,8074,0.0,0.0,0.0,33.6,27.08,30.9,0.0,0.0,0.0
2021-06-25-01.55.00.000000,8075,0.0,0.0,0.0,33.6,27.11,30.9,0.0,0.0,0.0
2021-06-25-02.00.00.000000,8076,0.0,0.0,0.0,33.6,27.13,31.0,0.0,0.0,0.0
2021-06-25-02.05.00.000000,8077,0.0,0.0,0.0,33.7,27.18,31.0,0.0,0.0,0.0
2021-06-06-23.30.00.000000,2862,0.0,0.0,0.0,25.8,23.39,26.7,0.0,0.0,0.0
2021-06-06-23.35.00.000000,2863,0.0,0.0,0.0,25.8,23.36,26.6,0.0,0.0,0.0
2021-06-06-23.40.00.000000,2864,0.0,0.0,0.0,25.8,23.34,26.6,0.0,0.0,0.0
2021-06-06-23.45.00.000000,2865,0.0,0.0,0.0,25.8,23.31,26.6,0.0,0.0,0.0
2021-06-06-23.50.00.000000,2866,0.0,0.0,0.0,25.7,23.29,26.6,0.0,0.0,0.0
2021-06-06-23.55.00.000000,2867,0.0,0.0,0.0,25.7,23.26,26.5,0.0,0.0,0.0
2021-06-07-00.00.00.000000,2868,0.0,0.0,0.0,25.7,23.23,26.5,0.0,0.0,0.0
2021-06-07-00.05.00.000000,2869,0.0,0.0,0.0,25.7,23.25,26.5,0.0,0.0,0.0
2021-06-07-00.10.00.000000,2870,0.0,0.0,0.0,25.7,23.28,26.5,0.0,0.0,0.0
2021-06-07-00.15.00.000000,2871,0.0,0.0,0.0,25.7,23.3,26.6,0.0,0.0,0.0
2021-06-07-00.20.00.000000,2872,0.0,0.0,0.0,25.8,23.32,26.6,0.0,0.0,0.0
